customer_id,name,gender,age,city,state,signup_date,total_orders,completed_orders,total_units,active_months,first_order_date,last_order_date,last_completed_order_date,recency_days,account_age_days,customer_lifetime_days,total_gross_revenue,total_revenue,total_profit,average_order_value,order_frequency_monthly,gross_margin_pct,refund_count,refund_amount,refund_rate,cancellation_count,cancellation_amount,cancellation_rate,recent_revenue,recent_order_count,historical_revenue,historical_order_count,recent_revenue_ratio,recent_order_ratio,revenue_trend,r_score,f_score,m_score,rfm_score,customer_segment,risk_score,risk_level,key_risk_driver,recommended_action,churn_probability
CUST_009866,Katherine Bailey,Female,55.0,Phoenix,AZ,2022-12-10,4.0,4.0,6.0,3.0,2022-12-10,2023-07-11,2023-07-11,355,568,213,1048.96,1048.96,560.8100000000001,262.24,0.211,53.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.96,4.0,0.0,0.0,-0.3302,2,2,2,222,Hibernating,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9999
CUST_009867,Madison Kim,Female,42.0,Denver,CO,2024-01-01,40.0,38.0,78.0,6.0,2024-01-02,2024-06-29,2024-06-29,1,181,179,25117.64,25009.15,8741.12,658.14,6.298,34.95,1.0,34.99,0.025,1.0,73.5,0.025,14535.730000000001,30.0,10473.42,8.0,0.5812,0.7895,0.4414,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0492
CUST_009868,Paul Ramirez,Male,32.0,New York,NY,2023-09-30,2.0,2.0,3.0,1.0,2023-10-04,2023-10-31,2023-10-31,243,274,27,217.98000000000002,217.98000000000002,150.75,108.99,0.219,69.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.98000000000002,2.0,0.0,0.0,-0.3187,3,2,1,321,Promising,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9934
CUST_009869,Abigail Hernandez,Female,40.0,San Antonio,TX,2022-04-21,18.0,18.0,21.0,12.0,2022-04-23,2024-03-20,2024-03-20,102,801,697,4982.91,4982.91,1588.46,276.83,0.674,31.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4982.91,18.0,0.0,0.0,-0.3327,3,4,4,344,Loyal Customers,60,HIGH,Cooling Purchase Cadence (91-180 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9364
CUST_009870,Frank Hill,Male,64.0,Detroit,MI,2022-03-04,1.0,1.0,2.0,1.0,2022-03-14,2022-03-14,2022-03-14,839,849,0,423.0,423.0,81.83999999999997,423.0,0.035,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,1.0,0.0,0.0,-0.3256,1,1,2,112,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_009871,Shirley Harris,Female,46.0,Austin,TX,2022-02-07,40.0,39.0,61.0,16.0,2022-02-07,2023-07-13,2023-07-13,353,874,521,12198.76,12172.26,4223.76,312.11,1.339,34.7,1.0,26.5,0.025,0.0,0.0,0.0,0.0,0.0,12172.26,39.0,0.0,0.0,-0.3331,2,5,5,255,At Risk,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_009872,Raymond Scott,Male,34.0,San Antonio,TX,2022-02-01,1.0,1.0,1.0,1.0,2022-02-11,2022-02-11,2022-02-11,870,880,0,73.5,73.5,58.99,73.5,0.034,80.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,1.0,0.0,0.0,-0.2934,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_009873,Jeremy Thomas,Male,38.0,Boston,MA,2023-04-11,2.0,2.0,3.0,2.0,2023-04-13,2023-05-18,2023-05-18,409,446,35,433.97,433.97,277.48,216.98,0.135,63.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.97,2.0,0.0,0.0,-0.3258,2,2,2,222,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_009874,Carol Wright,Female,44.0,Phoenix,AZ,2022-07-10,12.0,12.0,19.0,7.0,2022-07-11,2023-01-22,2023-01-22,525,721,195,6755.43,6755.43,2486.95,562.95,0.499,36.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6755.43,12.0,0.0,0.0,-0.3328,1,4,5,145,Cannot Lose Them,85,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009875,Sarah Johnson,Unknown,33.0,Philadelphia,PA,2023-08-23,14.0,14.0,34.0,9.0,2023-08-23,2024-06-19,2024-06-19,11,312,301,5635.76,5635.76,2168.29,402.55,1.346,38.47,0.0,0.0,0.0,0.0,0.0,0.0,681.9100000000001,4.0,4953.85,10.0,0.121,0.2857,-0.1717,4,4,4,444,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1028
CUST_009876,Judith White,Female,32.0,Los Angeles,CA,2023-03-30,6.0,6.0,6.0,6.0,2023-03-30,2024-04-04,2024-04-04,87,458,371,753.47,753.47,415.15000000000003,125.58,0.393,55.1,0.0,0.0,0.0,0.0,0.0,0.0,83.99,1.0,669.48,5.0,0.1115,0.1667,-0.1823,4,3,2,432,Potential Loyalists,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.7503
CUST_009877,Dylan Ramos,Male,38.0,Los Angeles,CA,2022-04-13,2.0,2.0,4.0,1.0,2022-04-16,2022-04-30,2022-04-30,792,809,14,416.49,416.49,231.82,208.24,0.074,55.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.49,2.0,0.0,0.0,-0.3255,1,2,2,122,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_009878,Tyler Clark,Male,57.0,New York,NY,2022-01-07,1.0,1.0,1.0,1.0,2022-01-18,2022-01-18,2022-01-18,894,905,0,75.0,75.0,59.06,75.0,0.033,78.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,-0.2941,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_009879,Betty White,Female,48.0,Denver,CO,2022-02-11,14.0,14.0,26.0,11.0,2022-02-11,2023-01-19,2023-01-19,528,870,342,3431.9300000000003,3431.9300000000003,1526.18,245.14,0.483,44.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3431.9300000000003,14.0,0.0,0.0,-0.3324,1,4,4,144,Cannot Lose Them,85,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009880,Joyce Mitchell,Female,33.0,Philadelphia,PA,2023-05-09,5.0,4.0,6.0,5.0,2023-05-11,2024-04-10,2023-12-12,201,418,335,969.47,920.48,388.39,230.12,0.287,42.19,1.0,48.99,0.2,0.0,0.0,0.0,0.0,0.0,920.48,4.0,0.0,0.0,-0.3298,3,2,2,322,Promising,55,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.8775
CUST_009881,Karen Gutierrez,Female,49.0,Portland,OR,2023-06-19,24.0,23.0,32.0,11.0,2023-06-21,2024-06-26,2024-06-26,4,377,371,7588.39,7289.4,2572.92,316.93,1.83,35.3,1.0,298.99,0.0417,0.0,0.0,0.0,3629.48,10.0,3659.9199999999996,13.0,0.4979,0.4348,0.3301,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1061
CUST_009882,Stephanie Rogers,Female,39.0,Los Angeles,CA,2022-12-13,19.0,14.0,22.0,12.0,2022-12-15,2024-05-29,2024-05-29,32,565,531,5012.89,4068.41,1839.92,290.6,0.743,45.22,2.0,292.98,0.1053,3.0,651.5,0.1579,1034.98,3.0,3033.43,11.0,0.2544,0.2143,0.0058,4,4,4,444,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.3229
CUST_009883,Robert Harris,Male,43.0,Chicago,IL,2022-03-28,5.0,4.0,10.0,4.0,2022-03-28,2022-08-09,2022-06-01,760,825,134,2470.44,2342.44,1165.23,585.61,0.145,49.74,1.0,128.0,0.2,0.0,0.0,0.0,0.0,0.0,2342.44,4.0,0.0,0.0,-0.3319,1,2,3,123,Promising,80,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009884,Katherine Moore,Female,42.0,San Jose,CA,2024-02-17,18.0,14.0,23.0,5.0,2024-02-17,2024-06-30,2024-06-30,0,134,134,4442.9,3958.9300000000003,1861.61,282.78,3.134,47.02,1.0,46.99,0.0556,3.0,436.98,0.1667,3761.9300000000003,13.0,197.0,1.0,0.9502,0.9286,0.9313,5,4,4,544,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0633
CUST_009885,Sharon Taylor,Female,18.0,New York,NY,2023-01-27,18.0,16.0,29.0,12.0,2023-01-28,2024-04-02,2024-04-02,89,520,430,5904.82,5403.32,2095.41,337.71,0.923,38.78,0.0,0.0,0.0,2.0,501.5,0.1111,154.0,1.0,5249.32,15.0,0.0285,0.0625,-0.2948,4,4,4,444,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.6734
CUST_009886,Joseph Campbell,Male,18.0,San Antonio,TX,2023-02-15,0.0,0.0,0.0,0.0,,,,999,501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009887,Timothy Cox,Male,41.0,Los Angeles,CA,2023-01-06,2.0,1.0,1.0,2.0,2023-01-07,2023-02-04,2023-02-04,512,541,28,256.49,78.5,56.45,78.5,0.055,71.91,1.0,177.99,0.5,0.0,0.0,0.0,0.0,0.0,78.5,1.0,0.0,0.0,-0.2957,1,1,1,111,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_009888,Aaron Gutierrez,Male,28.0,Los Angeles,CA,2022-03-08,1.0,1.0,1.0,1.0,2022-03-15,2022-03-15,2022-03-15,838,845,0,28.99,28.99,16.21,28.99,0.036,55.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.99,1.0,0.0,0.0,-0.2478,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_009889,Deborah Gutierrez,Female,18.0,San Diego,CA,2023-09-18,37.0,33.0,45.0,8.0,2023-09-20,2024-06-25,2024-06-25,5,286,279,9042.380000000001,8242.89,3135.9100000000003,249.78,3.462,38.04,2.0,308.0,0.0541,2.0,491.49,0.0541,5719.92,25.0,2522.9699999999993,8.0,0.6939,0.7576,0.5912,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0945
CUST_009890,Daniel Thomas,Male,28.0,Dallas,TX,2023-08-16,0.0,0.0,0.0,0.0,,,,999,319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009891,Alexander Lee,Male,50.0,Los Angeles,CA,2022-06-24,4.0,4.0,4.0,4.0,2022-06-26,2023-01-22,2023-01-22,525,737,210,654.99,654.99,173.03999999999996,163.75,0.163,26.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.99,4.0,0.0,0.0,-0.3283,1,2,2,122,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_009892,Andrea Diaz,Female,43.0,Chicago,IL,2022-09-30,7.0,4.0,5.0,6.0,2022-10-02,2023-08-20,2023-08-20,315,639,322,962.48,712.49,291.13000000000005,178.12,0.188,40.86,2.0,149.99,0.2857,1.0,100.0,0.1429,0.0,0.0,712.49,4.0,0.0,0.0,-0.3287,2,2,2,222,Hibernating,55,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9997
CUST_009893,Teresa James,Female,48.0,Chicago,IL,2023-05-20,38.0,37.0,54.0,13.0,2023-05-21,2024-06-30,2024-06-30,0,407,406,11994.39,11610.39,4670.16,313.79,2.727,40.22,1.0,384.0,0.0263,0.0,0.0,0.0,5561.95,15.0,6048.44,22.0,0.479,0.4054,0.3051,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.082
CUST_009894,Justin Young,Male,44.0,Los Angeles,CA,2023-01-02,0.0,0.0,0.0,0.0,,,,999,545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009895,Douglas James,Male,27.0,Charlotte,NC,2024-03-29,7.0,6.0,7.0,3.0,2024-03-29,2024-06-29,2024-06-29,1,93,92,1287.96,1247.96,537.8800000000001,207.99,1.935,43.1,1.0,40.0,0.1429,0.0,0.0,0.0,1226.96,5.0,21.0,1.0,0.9832,0.8333,0.9698,5,3,2,532,Potential Loyalists,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.064
CUST_009896,Roger Torres,Male,48.0,Seattle,WA,2023-04-10,2.0,2.0,2.0,2.0,2023-04-20,2023-05-16,2023-05-16,411,447,26,115.99,115.99,74.59,58.0,0.134,64.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.99,2.0,0.0,0.0,-0.3069,2,2,1,221,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_009897,Adam Lopez,Male,46.0,New York,NY,2024-01-14,2.0,2.0,2.0,1.0,2024-01-19,2024-01-31,2024-01-31,151,168,12,1444.5,1444.5,403.7299999999999,722.25,0.357,27.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.5,2.0,0.0,0.0,-0.331,3,2,3,323,Promising,30,MEDIUM,Cooling Purchase Cadence (91-180 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.8389
CUST_009898,Gregory Wood,Male,37.0,Houston,TX,2022-08-01,1.0,1.0,1.0,1.0,2022-08-07,2022-08-07,2022-08-07,693,699,0,73.5,73.5,58.99,73.5,0.043,80.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,1.0,0.0,0.0,-0.2934,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_009899,William Turner,Male,39.0,Los Angeles,CA,2023-05-27,1.0,1.0,1.0,1.0,2023-05-27,2023-05-27,2023-05-27,400,400,0,38.5,38.5,20.34,38.5,0.075,52.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,1.0,0.0,0.0,-0.2646,2,1,1,211,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_009900,George Turner,Male,48.0,Chicago,IL,2022-11-16,1.0,1.0,3.0,1.0,2022-11-16,2022-11-16,2022-11-16,592,592,0,328.5,328.5,144.96,328.5,0.051,44.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.5,1.0,0.0,0.0,-0.3235,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_009901,Sharon Mendoza,Female,29.0,Portland,OR,2024-02-17,20.0,18.0,28.0,3.0,2024-02-18,2024-06-27,2024-06-27,3,134,130,5889.37,4952.38,2169.07,275.13,4.03,43.8,0.0,0.0,0.0,2.0,936.99,0.1,4887.39,17.0,64.98999999999978,1.0,0.9869,0.9444,0.9805,5,4,4,544,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0879
CUST_009902,Shirley Ramirez,Female,52.0,Los Angeles,CA,2023-05-23,17.0,14.0,21.0,10.0,2023-05-23,2024-06-10,2024-06-08,22,404,384,3728.87,3195.88,1514.82,228.28,1.04,47.4,1.0,271.0,0.0588,2.0,261.99,0.1176,1758.97,7.0,1436.91,7.0,0.5504,0.5,0.3993,4,4,4,444,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.205
CUST_009903,Dylan Morris,Male,46.0,Minneapolis,MN,2023-08-08,1.0,1.0,1.0,1.0,2023-08-10,2023-08-10,2023-08-10,325,327,0,781.99,781.99,211.83000000000004,781.99,0.092,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.99,1.0,0.0,0.0,-0.3291,2,1,2,212,Hibernating,25,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9996
CUST_009904,Emily Walker,Female,39.0,Miami,FL,2022-03-25,5.0,5.0,10.0,5.0,2022-03-26,2023-02-12,2023-02-12,504,828,323,841.0,841.0,484.4,168.2,0.181,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,5.0,0.0,0.0,-0.3294,1,3,2,132,Promising,65,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_009905,Alexander Ortiz,Male,58.0,Denver,CO,2023-04-03,7.0,7.0,10.0,6.0,2023-04-05,2024-05-28,2024-05-28,33,454,419,1932.94,1932.94,617.6700000000001,276.13,0.463,31.95,0.0,0.0,0.0,0.0,0.0,0.0,169.5,2.0,1763.44,5.0,0.0877,0.2857,-0.2153,4,3,3,433,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.3935
CUST_009906,Jordan Green,Male,22.0,San Antonio,TX,2023-06-13,1.0,1.0,1.0,1.0,2023-06-23,2023-06-23,2023-06-23,373,383,0,97.0,97.0,57.0,97.0,0.078,58.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,0.0,0.0,-0.3022,2,1,1,211,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9999
CUST_009907,Jerry Baker,Male,33.0,Chicago,IL,2022-10-19,4.0,4.0,9.0,4.0,2022-10-21,2023-07-05,2023-07-05,361,620,257,559.94,559.94,220.36,139.99,0.194,39.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.94,4.0,0.0,0.0,-0.3275,2,2,2,222,Hibernating,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_009908,Steven Gray,Male,30.0,Miami,FL,2023-10-06,1.0,1.0,3.0,1.0,2023-10-14,2023-10-14,2023-10-14,260,268,0,227.96999999999997,227.96999999999997,126.08999999999997,227.97,0.112,55.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.96999999999997,1.0,0.0,0.0,-0.3193,3,1,1,311,Promising,25,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9963
CUST_009909,Judy Richardson,Female,43.0,Miami,FL,2023-03-17,24.0,23.0,52.0,11.0,2023-03-19,2024-06-22,2024-06-22,8,471,461,12261.77,12159.77,4544.57,528.69,1.465,37.37,1.0,102.0,0.0417,0.0,0.0,0.0,7247.38,10.0,4912.39,13.0,0.596,0.4348,0.461,4,5,5,455,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1833
CUST_009910,Edward Adams,Male,53.0,San Diego,CA,2023-05-31,0.0,0.0,0.0,0.0,,,,999,396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009911,Elizabeth Anderson,Female,26.0,New York,NY,2022-12-20,14.0,14.0,27.0,7.0,2022-12-22,2023-09-12,2023-09-12,292,558,264,8187.92,8187.92,2396.33,584.85,0.753,29.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8187.92,14.0,0.0,0.0,-0.3329,2,4,5,245,At Risk,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9994
CUST_009912,Jonathan Gray,Male,80.0,Los Angeles,CA,2023-08-24,5.0,5.0,9.0,4.0,2023-08-24,2024-04-27,2024-04-27,64,311,247,2305.99,2305.99,968.62,461.2,0.482,42.0,0.0,0.0,0.0,0.0,0.0,0.0,338.99,1.0,1966.9999999999998,4.0,0.147,0.2,-0.1367,4,3,3,433,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.4405
CUST_009913,Joshua Collins,Male,30.0,New York,NY,2022-04-23,1.0,1.0,1.0,1.0,2022-04-28,2022-04-28,2022-04-28,794,799,0,76.5,76.5,60.47,76.5,0.038,79.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,1.0,0.0,0.0,-0.2948,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_009914,Gloria Lewis,Female,43.0,Los Angeles,CA,2023-04-18,14.0,13.0,24.0,10.0,2023-04-20,2024-05-22,2024-05-22,39,439,398,5559.41,5538.41,1920.0800000000002,426.03,0.888,34.67,0.0,0.0,0.0,1.0,21.0,0.0714,1674.94,4.0,3863.47,9.0,0.3024,0.3077,0.0698,4,4,4,444,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.3288
CUST_009915,Donna Edwards,Female,39.0,San Antonio,TX,2024-01-23,19.0,18.0,34.0,6.0,2024-01-23,2024-06-23,2024-06-23,7,159,152,4403.95,4066.95,1975.59,225.94,3.396,48.58,0.0,0.0,0.0,1.0,337.0,0.0526,2936.45,14.0,1130.5,4.0,0.722,0.7778,0.6278,4,4,4,444,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0841
CUST_009916,Gloria Smith,Female,39.0,Miami,FL,2022-08-30,12.0,12.0,18.0,8.0,2022-08-31,2023-05-21,2023-05-21,406,670,263,2428.44,2428.44,1393.48,202.37,0.537,57.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2428.44,12.0,0.0,0.0,-0.332,2,4,3,243,At Risk,75,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009917,Robert Davis,Male,29.0,San Jose,CA,2024-01-05,6.0,5.0,5.0,2.0,2024-01-07,2024-05-19,2024-05-19,42,177,133,604.99,551.99,217.94,110.4,0.847,39.48,0.0,0.0,0.0,1.0,53.0,0.1667,423.99,4.0,128.0,1.0,0.7681,0.8,0.6785,4,3,2,432,Potential Loyalists,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.2792
CUST_009918,Abigail Clark,Female,52.0,Austin,TX,2024-01-16,6.0,6.0,6.0,3.0,2024-01-16,2024-06-28,2024-06-28,2,166,164,1161.98,1161.98,508.23,193.66,1.084,43.74,0.0,0.0,0.0,0.0,0.0,0.0,937.49,4.0,224.49,2.0,0.8068,0.6667,0.7361,5,3,2,532,Potential Loyalists,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0953
CUST_009919,Linda Cruz,Female,28.0,Boston,MA,2022-08-26,14.0,10.0,13.0,7.0,2022-08-26,2023-05-20,2023-05-20,407,674,267,3112.43,1640.96,631.04,164.1,0.445,38.46,2.0,1239.48,0.1429,2.0,231.99,0.1429,0.0,0.0,1640.96,10.0,0.0,0.0,-0.3313,2,4,3,243,At Risk,75,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009920,Jesse Watson,Male,18.0,San Jose,CA,2022-03-30,1.0,0.0,0.0,1.0,2022-04-13,2022-04-13,,999,823,0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_009921,Susan Morris,Female,24.0,Philadelphia,PA,2023-10-26,21.0,17.0,25.0,8.0,2023-10-28,2024-06-20,2024-06-16,14,248,236,6897.31,4386.34,2013.9700000000003,258.02,2.056,45.91,1.0,2073.98,0.0476,3.0,436.99,0.1429,3107.89,11.0,1278.4500000000003,6.0,0.7085,0.6471,0.61,4,4,4,444,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0983
CUST_009922,Carl Johnson,Male,57.0,Atlanta,GA,2024-03-04,4.0,4.0,5.0,1.0,2024-03-05,2024-03-25,2024-03-25,97,118,20,513.0,513.0,276.65,128.25,1.017,53.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,4.0,0.0,0.0,-0.327,3,2,2,322,Promising,30,MEDIUM,Cooling Purchase Cadence (91-180 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.4049
CUST_009923,Roger Reed,Male,54.0,Houston,TX,2022-09-18,5.0,5.0,9.0,5.0,2022-09-19,2023-06-25,2023-06-25,371,651,279,845.97,845.97,589.08,169.19,0.23,69.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.97,5.0,0.0,0.0,-0.3294,2,3,2,232,Promising,65,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_009924,Diane Nelson,Female,18.0,Detroit,MI,2024-02-03,54.0,46.0,66.0,5.0,2024-02-05,2024-06-30,2024-06-30,0,148,146,17445.27,14405.83,6087.72,313.17,9.324,42.26,8.0,3039.44,0.1481,0.0,0.0,0.0,13337.35,41.0,1068.4799999999996,5.0,0.9258,0.8913,0.9005,5,5,5,555,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0456
CUST_009925,Linda Thomas,Female,49.0,New York,NY,2022-08-05,33.0,29.0,52.0,15.0,2022-08-05,2023-10-02,2023-10-02,272,695,423,7491.7699999999995,6235.79,3252.63,215.03,1.252,52.16,0.0,0.0,0.0,4.0,1255.98,0.1212,0.0,0.0,6235.79,29.0,0.0,0.0,-0.3328,2,5,5,255,At Risk,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.999
